"name","dns_domain","u_type","install_status","ip_address","u_d_operating_system","os_domain"
"mss001csqld03","","Windows","In Use","10.150.4.26","Windows 2003","us.maritz.net"
"mss001csqld04","","Windows","In Use","10.150.4.25","Windows 2003","us.maritz.net"
"mss001csqld05","","Windows","In Use","10.150.4.151","Windows 2008 R2","us.maritz.net"
"mss001csqld09","","Windows","In Use","10.150.4.72","Windows Server 2012 Standard","us.maritz.net"
"mss001csqld10","","Windows","Build/Rebuild","10.150.4.73","Windows Server 2012 Standard","us.maritz.net"
"mss001csqld12","","Windows","Build/Rebuild","10.150.4.134","Windows Server 2012 Standard","us.maritz.net"
"mss001csqlmgp01","","Windows","In Use","10.150.4.44","Windows 2008 R2","us.maritz.net"
"mss001csqlp02","","Windows","In Use","10.150.4.126","Windows 2003","us.maritz.net"
"mss001csqlp03","","Windows","In Use","10.150.4.130","Windows 2003","us.maritz.net"
"mss001csqlp04","","Windows","In Use","10.150.4.172","Windows 2003","us.maritz.net"
"mss001csqlp05","","Windows","Build/Rebuild","10.150.4.189","Windows 2008 R2","us.maritz.net"
"mss001csqlp08","","Windows","In Use","10.150.4.178","Windows 2008 R2","us.maritz.net"
"mss001csqlp09","","Windows","Build/Rebuild","10.150.4.185","Windows Server 2012 Standard","us.maritz.net"
"mss001csqlp10","","Windows","Waiting for Verification","10.150.4.104","Windows Server 2012 Standard","us.maritz.net"
"mss001csqlp11","","Windows","Waiting for Verification","10.150.4.144","Windows Server 2012 Standard","us.maritz.net"
"mss001csqlsps01","","Windows","In Use","10.150.4.173","Windows 2003","us.maritz.net"
"mss001csqlt01","","Windows","Build/Rebuild","10.150.4.165","Windows 2008 R2","us.maritz.net"
"mss001csqlt02","","","","10.150.4.208","","us.maritz.net"
"mss001csqlt04","","Windows","In Use","10.150.4.198","Windows 2008 R2","us.maritz.net"
"mss001cwad01","","Windows","In Use","10.150.4.152","Windows 2008 R2","us.maritz.net"
"mss001cwad02","","Windows","In Use","10.150.4.128","Windows 2003","us.maritz.net"
"mss001cwad03","","Windows","In Use","10.150.4.192","Windows 2008 R2","us.maritz.net"
"mss001cwad04","","Windows","Build/Rebuild","10.150.4.193","Windows 2008 R2","us.maritz.net"
"mss001cwad05","","Windows","Build/Rebuild","10.150.4.166","Windows 2008 R2","us.maritz.net"
"mss001cwad07","","Windows","Build/Rebuild","10.150.4.68","Windows 2008 R2","us.maritz.net"
"mss001cwad08","","Windows","Build/Rebuild","10.150.4.69","Windows 2008 R2","us.maritz.net"
"mss001cwad09","","Windows","In Use","10.150.4.81","Windows 2003","us.maritz.net"
"mss001cwad10","","Windows","In Use","10.150.4.71","Windows Server 2012 Standard","us.maritz.net"
"mss001cwad11","","Windows","In Use","10.150.4.21","Windows Server 2012 Standard","us.maritz.net"
"mss001cwad13","","","","10.150.4.229","","us.maritz.net"
"mss001cwad14","","Windows","Build/Rebuild","10.150.4.28","Windows Server 2012 Standard","us.maritz.net"
"mss001cwap01","","Windows","In Use","10.150.4.127","Windows 2003","us.maritz.net"
"mss001cwap02","","Windows","In Use","10.150.4.142","Windows 2003","us.maritz.net"
"mss001cwap03","maritz.com","Windows","In Use","10.150.4.33","Windows Server 2012 Standard","us.maritz.net"
"mss001cwap04","","Windows","In Use","10.150.4.186","Windows Server 2012 Standard","us.maritz.net"
"mss001cwap06","","Windows","In Use","10.150.4.147","Windows 2008 R2","us.maritz.net"
"mss001cwap07","","Windows","In Use","10.150.4.123","Windows Server 2012 Standard","us.maritz.net"
"mss001cwap10","","Windows","In Use","10.150.4.168","Windows 2008 R2","us.maritz.net"
"mss001cwap11","","Windows","Build/Rebuild","10.150.4.64","Windows 2008 R2","us.maritz.net"
"mss001cwap13","","Windows","Build/Rebuild","10.150.4.42","Windows 2008 R2","us.maritz.net"
"mss001cwap14","","","","10.150.4.252","","us.maritz.net"
"mss001cwap16","","Windows","Installed","10.150.4.16","Windows 2008 R2","us.maritz.net"
"mss001cwap17","","Windows","Retired","10.150.4.43","Windows Server 2012 Standard","us.maritz.net"
"mss001cwaq01","","Windows","In Use","10.150.4.129","Windows 2003","us.maritz.net"
"mss001cwas01","","Windows","Build/Rebuild","10.150.4.80","Windows 2008 R2","us.maritz.net"
"mss001cwas02","","Windows","In Use","10.150.4.22","Windows Server 2012 Standard","us.maritz.net"
"mss001cwdsp01","","Windows","In Use","10.150.4.253","","us.maritz.net"
"mss001cwebd02","","Windows","In Use","10.150.4.95","Windows 2003","us.maritz.net"
"mss001cwebd05","","Windows","In Use","10.150.4.70","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebd06","","Windows","In Use","10.150.4.20","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebd07","","Windows","Build/Rebuild","10.150.4.30","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebd08","","Windows","Waiting for Verification","10.150.4.36","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebp02","","Windows","In Use","10.150.4.148","Windows 2008 R2","us.maritz.net"
"mss001cwebp03","","Windows","In Use","10.150.4.158","Windows 2003","us.maritz.net"
"mss001cwebp05","","Windows","Build/Rebuild","10.150.4.167","Windows 2008 R2","us.maritz.net"
"mss001cwebp06","maritz.com","","Build/Rebuild","10.150.4.47","","us.maritz.net"
"mss001cwebs01","","Windows","In Use","10.150.4.19","Windows Server 2012 Standard","us.maritz.net"
"mss001cwebt04","","Windows","In Use","10.150.4.199","Windows 2008 R2","us.maritz.net"
"mss001cwssd01","","Windows","In Use","10.150.4.141","Windows 2003","us.maritz.net"
"mss001xapp01","maritz.com","Windows","In Use","10.150.4.35","Windows 2003","us.maritz.net"
"ovr002offc04","","Windows","In Use","10.30.22.15","Windows 2008 R2","us.maritz.net"
"phl003offc04","","Windows","In Use","10.20.4.15","Windows 2008 R2","us.maritz.net"
"phl003ris01","","Windows","In Use","10.20.4.13","Windows 2003","us.maritz.net"
"sfd001bkup01","","Windows","In Use","10.10.2.9","Windows 2008 R2","us.maritz.net"
"sfd001offc04","","Windows","In Use","10.10.2.26","Windows Server 2012 R2 Standard R2","us.maritz.net"
"sfd001ris01","","Windows","In Use","10.10.2.27","Windows 2003","us.maritz.net"
"tor002offc03","","Windows","In Use","10.10.22.13","Windows 2008 R2","us.maritz.net"
"wal002offc04","","Windows","In Use","10.20.3.19","Windows 2008 R2","us.maritz.net"
"xeu008appdial02","maritz.com","Windows","In Use","10.151.4.19","Windows 2003 R2","us.maritz.net"
"xeu008offc01","","Windows","In Use","10.151.4.11","Windows 2008 R2","us.maritz.net"
